AreaID;AreaCode;SiteName;Country;State/Province;Latitude;Longitude;Lat10;Long10;Altitude;Alt SRTM;Domain;DomN;EcoUnit;FitGeoN;Asp Ocean;Thermic realm;Elevation range;Zonal Azonal;Climatic regime;Leaf flush;Vegetation physiognomy;Vegetation type;CdVg;Main vegetation type;TempCorrection;PrecipCorrection;TempAnn;TempDayRng;Isotherm;TempSeas;TempMax;TempMin;TempAnnRng;PrecAnn;PrecWetP;PrecDryP;PrecSeas;WaterDefDur;WaterDefSev;WaterExcDur;WaterExcSev;HyperSeas;DaysFrost;CloudItcp;Grassy Cover;Surface Rockiness;Ranked Rockiness;Soil Texture Class;Ranked Sand;Soil Drainage Class;Ranked Drainage;Soil Water Storage;Soil Fertility Class;Ranked TBS;Salinity Class;Ranked Salinity
7580;CarBH003;Lucayan Park, lowland pineyard;Bahamas;East Grand Bahama;26°36’37”N;78°24’06”W;26.6103;-78.4017;9;6;Caribbean;3;Subtropical Caribbean;1;Windward;Subtropical;Coastal;Sandy;Maritime;Evergreen;Needle-broadleaved Savanna;Subtropical Coastal Sandy Maritime Evergreen Needle-broadleaved Savanna;188;Savanna woodland;0;1;24.3;7.2;46;308;31.7;15.9;15.8;1499;237;46;53;0;0;185;192;0;0;0;25;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Imperfectly;65;63;Dystrophic (10-25% TBS);17;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
7581;CarBH004;Nassau, Prospect Ridge, lowland pineyard;Bahamas;New Providence;25°03’46”N;77°23’16”W;25.0628;-77.3878;14;10;Caribbean;3;Subtropical Caribbean;1;Windward;Subtropical;Coastal;Sandy;Maritime;Evergreen;Needle-broadleaved Savanna;Subtropical Coastal Sandy Maritime Evergreen Needle-broadleaved Savanna;188;Savanna woodland;0;1;24.6;6.9;50;249;31.6;17.8;13.8;1248;214;32;64;125;21;180;334;28;0;0;20;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Imperfectly;65;60;Dystrophic (10-25% TBS);17;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
7582;CarBH005;North Andros, Main Log Road, lowland pineyard;Bahamas;North Andros;24°40’46”N;78°02’48”W;24.6794;-78.0467;9;8;Caribbean;3;Subtropical Caribbean;1;Windward;Subtropical;Coastal;Sandy;Maritime;Evergreen;Needle-broadleaved Savanna;Subtropical Coastal Sandy Maritime Evergreen Needle-broadleaved Savanna;188;Savanna woodland;0;1;25;7;49;262;32;17.8;14.2;1213;190;30;64;120;26;180;338;30;0;0;30;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Imperfectly;65;63;Dystrophic (10-25% TBS);17;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
7583;CarBH006;Central Abaco, Sandy Cay, deciduous coral scrub;Bahamas;Central Abaco;26°21’52”N;77°00’26”W;26.3644;-77.0072;18;9;Caribbean;3;Subtropical Caribbean;1;Windward;Subtropical;Coastal;Limestone;Maritime;Deciduous;Broadleaved Dwarf-forest;Subtropical Coastal Limestone Maritime Deciduous Broadleaved Dwarf-forest;190;Coral limestone deciduous woodland;0;1;24.4;7;45;295;32;16.6;15.4;1114;175;40;54;40;7;175;309;28;0;0;0;Intermediate (10-30% exposed rock);20;Sandy loam (70-80% sand);75;Well;35;44;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
7584;CarUS008;Miami, Biscayne Key, deciduous coral scrub;United States;Florida;25°43’24”N;80°08’59”W;25.7233;-80.1497;22;7;Caribbean;3;Subtropical Caribbean;1;Windward;Subtropical;Coastal;Limestone;Maritime;Deciduous;Broadleaved Dwarf-forest;Subtropical Coastal Limestone Maritime Deciduous Broadleaved Dwarf-forest;190;Coral limestone deciduous woodland;0;1;24.3;6.5;43;315;31.2;16.2;15;1223;192;44;51;0;0;185;260;0;0;0;0;Intermediate (10-30% exposed rock);20;Sandy clay loam (60-70% sand);65;Well;35;46;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
7585;CarBH007;Eleuthera, Gregory Town, deciduous coral scrub;Bahamas;Eleuthera;25°23’17”N;76°32’37”W;25.3881;-76.5436;37;23;Caribbean;3;Subtropical Caribbean;1;Windward;Subtropical;Coastal;Limestone;Maritime;Deciduous;Broadleaved Dwarf-forest;Subtropical Coastal Limestone Maritime Deciduous Broadleaved Dwarf-forest;190;Coral limestone deciduous woodland;0;1;24.7;6.8;48;256;31.8;17.6;14.2;1107;180;38;57;65;17;175;324;31;0;0;0;Intermediate (10-30% exposed rock);20;Loamy sand (80-90% sand);85;Somewhat Excessively;20;34;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
7586;CarUS009;Key Largo Coral Reef, deciduous coral scrub;United States;Florida;25°07’30”N;80°24’30”W;25.125;-80.4083;3;6;Caribbean;3;Subtropical Caribbean;1;Windward;Subtropical;Coastal;Limestone;Maritime;Deciduous;Broadleaved Dwarf-forest;Subtropical Coastal Limestone Maritime Deciduous Broadleaved Dwarf-forest;190;Coral limestone deciduous woodland;0;1;24.4;8;48;314;32.1;15.6;16.5;1266;223;40;60;5;2;180;295;23;0;0;0;Intermediate (10-30% exposed rock);20;Sandy loam (70-80% sand);75;Imperfectly;65;59;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
7587;CarBH008;Clifton Heritage Park, deciduous coral scrub;Bahamas;New Providence;25°00’51”N;77°32’39”W;25.0142;-77.5442;20;10;Caribbean;3;Subtropical Caribbean;1;Windward;Subtropical;Coastal;Limestone;Maritime;Deciduous;Broadleaved Dwarf-forest;Subtropical Coastal Limestone Maritime Deciduous Broadleaved Dwarf-forest;190;Coral limestone deciduous woodland;0;1;24.8;6.9;50;251;31.7;17.8;13.9;1303;209;26;67;105;30;175;337;28;0;0;0;Intermediate (10-30% exposed rock);20;Sandy loam (70-80% sand);75;Somewhat Excessively;20;36;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
7588;CarBH009;Eleuthera, Tarpum Head, deciduous coral scrub;Bahamas;Eleuthera;24°54’49”N;76°10’35”W;24.9136;-76.1764;18;11;Caribbean;3;Subtropical Caribbean;1;Windward;Subtropical;Coastal;Limestone;Maritime;Deciduous;Broadleaved Dwarf-forest;Subtropical Coastal Limestone Maritime Deciduous Broadleaved Dwarf-forest;190;Coral limestone deciduous woodland;0;1;25;6.7;50;238;31.8;18.3;13.5;1036;188;28;61;100;40;155;363;39;0;0;0;Intermediate (10-30% exposed rock);20;Sandy loam (70-80% sand);75;Well;35;44;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
7589;CarUS010;Lignumvitae Key, deciduous coral scrub;United States;Florida;24°54’13”N;80°41’57”W;24.9036;-80.6992;3;7;Caribbean;3;Subtropical Caribbean;1;Windward;Subtropical;Coastal;Limestone;Maritime;Deciduous;Broadleaved Dwarf-forest;Subtropical Coastal Limestone Maritime Deciduous Broadleaved Dwarf-forest;190;Coral limestone deciduous woodland;0;1;24.6;7.9;48;312;32.2;15.7;16.5;1153;195;42;58;45;3;170;315;28;0;0;0;Intermediate (10-30% exposed rock);20;Sandy clay loam (60-70% sand);65;Imperfectly;65;61;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
7590;CarUS011;Big Pine Key, deciduous coral scrub;United States;Florida;24°42’35”N;81°23’18”W;24.7097;-81.3883;3;3;Caribbean;3;Subtropical Caribbean;1;Windward;Subtropical;Coastal;Limestone;Maritime;Deciduous;Broadleaved Dwarf-forest;Subtropical Coastal Limestone Maritime Deciduous Broadleaved Dwarf-forest;190;Coral limestone deciduous woodland;0;1;24.8;7;45;313;31.9;16.5;15.4;1066;174;40;55;50;10;155;327;32;0;0;0;Intermediate (10-30% exposed rock);20;Sandy clay loam (60-70% sand);65;Imperfectly;65;61;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
7591;CarBH010;Cat Island, Mont Alvernia, deciduous coral scrub;Bahamas;Cat Island;24°17’46”N;75°24’28”W;24.2961;-75.4078;54;21;Caribbean;3;Subtropical Caribbean;1;Windward;Subtropical;Coastal;Limestone;Maritime;Deciduous;Broadleaved Dwarf-forest;Subtropical Coastal Limestone Maritime Deciduous Broadleaved Dwarf-forest;190;Coral limestone deciduous woodland;0;1;25.4;6.6;52;220;31.8;19.1;12.7;956;185;25;60;120;45;130;378;44;0;0;0;Intermediate (10-30% exposed rock);20;Sandy loam (70-80% sand);75;Somewhat Excessively;20;36;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
7594;CarUS012;Big Cypress, Turner River, floodplain forest;United States;Florida;25°53’30”N;81°16’11”W;25.8917;-81.2697;8;6;Caribbean;3;Subtropical Caribbean;1;Windward;Subtropical;Lowland;(Zonal);Seasonally cold;Semideciduous;Broadleaved Forest;Subtropical Lowland Floodplain Seasonally cold Semideciduous Broadleaved Forest;211;Floodplain forest;0;1;23.3;10.8;53;369;32.5;12;20.5;1340;248;37;71;35;2;160;327;25;0;0;0;Absent to Low (0-10% exposed rock);5;Sandy clay (50-60% sand);55;Very Poorly;95;83;Mesotrophic (25-50% TBS);37;No salinity;0
7595;CarUS013;Everglades Park, Coot Bay, floodplain forest;United States;Florida;25°11’12”N;80°54’06”W;25.1867;-80.9017;2;6;Caribbean;3;Subtropical Caribbean;1;Windward;Subtropical;Lowland;(Zonal);Seasonally cold;Semideciduous;Broadleaved Forest;Subtropical Lowland Floodplain Seasonally cold Semideciduous Broadleaved Forest;211;Floodplain forest;0;1;23.8;9.3;51;336;32.1;13.7;18.4;1233;210;37;65;45;5;170;332;27;0;0;0;Absent to Low (0-10% exposed rock);5;Sandy clay (50-60% sand);55;Very Poorly;95;83;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
7713;CarCU001;Baia Honda, Playa Carenero, mosaico salobre costero;Cuba;Artemisa;22°58’20”N;83°09’24”W;22.9722;-83.1567;5;7;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;24.7;9.7;61;225;32.2;16.4;15.8;1361;174;61;38;0;0;190;156;0;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7596;CarBH011;Crooked Island, Fairfield Settlement, costal brackish mosaic;Bahamas;Crook Island and Long Cay;22°47’26”N;74°13’34”W;22.7906;-74.2261;4;10;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;26.2;6.6;54;203;32.3;20.1;12.2;851;151;22;57;130;75;80;423;59;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7714;CarCU002;Parque Caguanes, Punta Alegre, mosaico salobre costero;Cuba;Ciego de avila;22°23’19”N;78°52’22”W;22.3886;-78.8728;8;33;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;25.5;9.5;61;223;33;17.3;15.7;1207;183;26;63;115;51;190;336;32;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7715;CarCU003;Peninsula de Zapata, Punta Gorda, mosaico salobre costero;Cuba;Matanzas;22°22’32”N;82°07’08”W;22.3756;-82.1189;8;2;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;25.1;11;65;216;32.9;16.1;16.8;1287;215;17;70;130;60;180;363;33;0;0;0;Absent to Low (0-10% exposed rock);5;Sandy clay loam (60-70% sand);65;Very Poorly;95;80;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7597;CarUK001;Grand Turk, North Creek, coastal brackish mosaic;British Overseas Territories;Turks and Caicos;21°30’14”N;71°08’20”W;21.5039;-71.1389;7;7;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;26.2;6.4;58;170;31.7;20.7;11;607;101;26;49;240;135;5;594;120;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7716;CarCU004;Refugio de Fauna Delta del Cauto, mosaico salobre costero;Cuba;Granma;20°35’40”N;77°04’27”W;20.5944;-77.0742;7;5;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;26;12;69;175;34;16.7;17.3;1202;183;16;70;140;103;185;391;41;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7717;CarCU005;Nibujon, Bahia de Taco, mosaico salobre costero;Cuba;Guantanamo;20°31’05”N;74°39’48”W;20.5181;-74.6633;13;35;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;25.8;8.6;63;168;32.4;18.8;13.6;2312;310;119;33;0;0;360;0;0;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7603;CarRD001;Monte Cristi, Los Icacos, mosaico salobre costero;Republica Dominicana;Monte Cristi;19°47’16”N;71°45’24”W;19.7878;-71.7567;6;4;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;26.2;10;69;156;33.4;19;14.4;796;101;34;33;110;39;5;405;56;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7604;CarHT001;Baie Grammont, mosaique cotiere saumatres;Haiti;Artibonite;19°24’03”N;72°41’05”W;19.4008;-72.6847;3;3;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;26.5;9.8;73;122;32.9;19.4;13.5;554;93;6;77;195;228;0;646;158;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7706;CarUK002;Grand Cayman, Rum Point, coastal sandy mosaic;British Overseas Territories;Cayman Islands;19°21’16”N;81°15’50”W;19.3544;-81.2639;6;5;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;26.5;7.3;63;139;32;20.4;11.6;1388;221;25;59;90;38;205;278;23;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7605;CarRD002;Los Haitises, Boca del Yuna, mosaico salobre costero;Republica Dominicana;Samana;19°12’09”N;69°38’12”W;19.2025;-69.6367;13;7;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;26.2;9.5;76;119;32.1;19.6;12.5;1969;200;109;20;0;0;360;0;0;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7521;CarVI001;Anegada, White Bay Pond, coastal sandy mosaic;Virgin Islands, U.K.;Anegada;18°42’11”N;64°17’40”W;18.7031;-64.2944;1;1;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;25;10.6;76;132;31.7;17.7;14;847;132;23;54;130;68;85;418;57;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7606;CarHT002;Baie des Baraderes, mosaique cotiere saumatres;Haiti;Nippes;18°30’14”N;73°38’10”W;18.5039;-73.6361;6;25;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;26.2;10;71;124;32.5;18.5;14;1560;233;69;39;0;0;240;87;0;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7522;CarPR001;Boca del Cibuco, mosaico salobre costero;Puerto Rico;Vega Baja;18°28’59”N;66°22’40”W;18.4831;-66.3778;3;3;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;25.7;9.4;73;134;31.7;18.9;12.8;1580;180;74;26;0;0;290;46;0;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7523;CarVI002;Tortola, Belmont Pond, coastal sandy mosaic;Virgin Islands, U.K.;Tortola;18°23’48”N;64°41’43”W;18.3967;-64.6953;5;81;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;26;6.6;67;120;30.8;21;9.8;1178;155;48;39;10;1;165;207;18;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7524;CarPR002;Isla de Icacos, mosaico salobre insular;Puerto Rico;Fajardo;18°23’17”N;65°35’18”W;18.3881;-65.5883;7;9;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;26.1;8;70;129;31.5;20.1;11.4;1560;189;67;33;0;0;255;78;0;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7684;CarJM001;Orange Bay, coastal sandy mosaic;Jamaica;Hanover;18°21’37”N;78°18’58”W;18.3603;-78.3161;10;9;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;26.3;7.6;72;95;31.4;20.9;10.5;1549;214;46;49;25;4;210;168;11;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7525;CarVI003;Saint John, Newfound Bay, coastal sandy mosaic;Virgin Islands, U.S.;Saint John;18°20’37”N;64°40’01”W;18.3436;-64.6669;6;29;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;26.4;6.7;68;118;31.2;21.3;9.9;1170;155;48;40;35;4;165;218;19;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7526;CarVI004;Saint Thomas, Mangrove Lagoon, coastal sandy mosaic;Virgin Islands, U.S.;Saint Thomas;18°18’51”N;64°52’42”W;18.3142;-64.8783;7;83;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;26.1;7;68;119;31.1;20.8;10.3;1104;140;44;36;20;5;140;229;21;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7421;CarUK003;Anguilla, Long Pond, coastal sandy mosaic;British Overseas Territories;Anguilla;18°12’37”N;63°01’14”W;18.2103;-63.0206;12;21;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;27;5.8;65;121;31.3;22.4;8.9;974;120;45;33;50;12;105;270;29;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7607;CarRD003;Bahia Catalinita, mosaico salobre costero;Republica Dominicana;La Altagracia;18°12’35”N;68°44’46”W;18.2097;-68.7461;8;3;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;26.6;9.7;73;125;33;19.8;13.2;975;125;47;34;65;6;100;275;29;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7527;CarPR003;Vieques, Puerto Mosquito, mosaico salobre costero;Puerto Rico;Vieques;18°05’59”N;65°26’55”W;18.0997;-65.4486;3;18;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;26.4;8;71;124;31.8;20.5;11.3;1199;157;45;41;45;5;185;206;18;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7422;CarFR001;Saint-Martin, etang aux Poissons, mosaique cotiere saumatres;France;Saint-Martin;18°04’14”N;63°01’12”W;18.0706;-63.02;5;48;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;26.9;5.9;66;118;31.2;22.3;8.9;1030;126;44;34;30;7;125;249;25;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7528;CarPR004;Punta Guainiquilla, mosaico salobre costero;Puerto Rico;Cabo Rojo;18°02’17”N;67°12’03”W;18.0381;-67.2008;4;12;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;25.6;10.9;76;126;32.3;17.9;14.4;1153;172;31;48;70;23;165;259;24;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
7529;CarPR005;Bahia de Jobos, mosaico salobre costero;Puerto Rico;Guayama;17°56’17”N;66°12’13”W;17.9381;-66.2036;4;3;Caribbean;3;Tropical Caribbean;2;Windward;Tropical;Coastal;Brackish;Maritime;Evergreen;Broadleaved Dwarf-forest;Tropical Coastal Brackish Maritime Evergreen Broadleaved Dwarf-forest;5;Coastal sandy mosaic;0;1;26.7;10.1;76;111;32.8;19.5;13.3;1049;168;22;57;125;77;180;322;38;0;0;0;Absent to Low (0-10% exposed rock);5;Loamy sand (80-90% sand);85;Very Poorly;95;75;Mesotrophic (25-50% TBS);37;Low salinity (ECe ca. 0.3-0.4 ds/m);20
